x_geometry,x_objectid_1,x_id,x_name,x_telephone,x_address,x_address2,x_city,x_state,x_zip,x_zipp4,x_county,x_fips,x_directions,x_emergtitle,x_emergtel,x_emergext,x_contdate,x_conthow,x_geodate,x_geohow,x_hsipthemes,x_naicscode,x_naicsdescr,x_geolinkid,x_x,x_y,x_st_vendor,x_st_version,x_geoprec,x_phoneloc,x_qc_qa,x_port_type,x_bordpatsec,x_contact,x_fax_number,x_hours_oper,x_remark,x_ruleid,x_objectid
POINT (-94.1042454768 36.3696340985),144,11557795,"ROGERS AIRPORT PORT OF ENTRY, ROGERS MUNICIPAL AIRPORT/CARTER FIELD",479-246-9472,6 HAMMERSCHMIDT DRIVE,,ROGERS,AR,72756,9475,BENTON,05007,,,,,2009-09-18T00:00:00.000Z,PHONE,2009-09-18T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,126435022,-94.104246,36.369634,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,,,,,0,0
POINT (-110.850138216 31.4183081754),145,11616940,"NOGALES PORT OF ENTRY, NOGALES INTERNATIONAL AIRPORT",520-287-1433,STATE HIGHWAY 82,,NOGALES,AZ,85621,,SANTA CRUZ,04023,,,,,2009-12-18T00:00:00.000Z,ALT REF,2009-12-18T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,122497855,-110.850138,31.418308,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-80.0519290524 26.7708654784),146,11563207,"WEST PALM BEACH PORT OF ENTRY, PORT OF PALM BEACH",561-844-1703,1 EAST 11TH STREET,SUITE 323 BOX 4,WEST PALM BEACH,FL,33404,6921,PALM BEACH,12099,,,,,2009-09-23T00:00:00.000Z,PHONE,2009-09-23T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,22439654,-80.051929,26.770865,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,,,,,0,0
POINT (-73.8076900356 42.7426657116),147,11550125,"ALBANY PORT OF ENTRY, ALBANY INTERNATIONAL AIRPORT",518-431-0200,737 ALBANY SHAKER ROAD,,ALBANY,NY,12211,1001,ALBANY,36001,,,,,2009-09-14T00:00:00.000Z,ALT REF,2009-09-14T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,91922967,-73.80769,42.742666,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,518-431-0203,8:00 AM - 4:30 PM,,1,129
POINT (-75.4416375225 40.6486892346),148,11550146,"PHILADELPHIA PORT OF ENTRY, LEHIGH VALLEY INTERNATIONAL AIRPORT",610-266-1042,3311 AIRPORT ROAD,,ALLENTOWN,PA,18109,3074,LEHIGH,42077,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,19438502,-75.441637,40.648689,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,610-266-3569,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,151
POINT (-70.2511236835 43.6572124006),149,11550507,"PORTLAND PORT OF ENTRY, PORT OF PORTLAND",207-771-3600,312 FORE STREET,,PORTLAND,ME,04101,4110,CUMBERLAND,23005,,,,,2009-09-17T00:00:00.000Z,PHONE,2009-09-17T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,92105577,-70.251124,43.657212,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,,,,,0,0
POINT (-93.2522593192 30.2168726291),150,11550058,"LAKE CHARLES PORT OF ENTRY, PORT OF LAKE CHARLES",337-439-5512,150 MARINE STREET,,LAKE CHARLES,LA,70601,5680,CALCASIEU,22019,,,,,2009-09-11T00:00:00.000Z,PHONE,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,99655313,-93.252259,30.216873,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,318-437-7373,8:00 AM - 5:00 PM,,1,83
POINT (-86.6686886993 36.1348874599),151,11550166,"NASHVILLE PORT OF ENTRY, NASHVILLE INTERNATIONAL AIRPORT",615-736-2173,612 HANGAR LANE,ROOM 124,NASHVILLE,TN,37217,2522,DAVIDSON,47037,,,,,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,124163489,-86.668689,36.134887,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,615-736-5331,8:00 AM - 5:00 PM,,1,172
POINT (-146.243112525 61.1313765418),152,11549982,"VALDEZ PORT OF ENTRY, VALDEZ PIONEER FIELD AIRPORT",907-835-3597,300 AIRPORT ROAD,,VALDEZ,AK,99686,,VALDEZ-CORDOVA,02261,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.",,,,2009-09-17T00:00:00.000Z,ALT REF,2009-09-17T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,734470153,-146.243112,61.131377,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,,,,1,13
POINT (-119.413341158 48.9599736976),153,11624685,"OROVILLE AREA PORT OF ENTRY, DOROTHY SCOTT INTERNATIONAL AIRPORT",509-476-2955,3 AIRPORT ROAD,,OROVILLE,WA,98844,9543,OKANOGAN,53047,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.",,,,2010-01-06T00:00:00.000Z,ALT REF,2010-01-06T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,92964359,-119.413341,48.959974,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-82.4392601638 27.931006946),154,11616954,"AREA PORT OF TAMPA PORT OF ENTRY, PORT OF TAMPA",813-712-6000,1101 CHANNELSIDE DRIVE,,TAMPA,FL,33602,3611,HILLSBOROUGH,12057,,,,,2010-01-07T00:00:00.000Z,PHONE,2010-01-07T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,762493020,-82.43926,27.931007,NAVTEQ,2009Q2,ONENTITY,NO,TGS,WATER PORT,,,,,,0,0
POINT (-94.0184386877 29.9547616881),155,11624688,"PORT ARTHUR-BEAUMONT PORT OF ENTRY, SOUTHEAST TEXAS REGIONAL AIRPORT",409-727-0285,4875 PARKER DRIVE,,BEAUMONT,TX,77705,7649,JEFFERSON,48245,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING. REPRESENTED AT MAIN TERMINAL SINCE THEY ARE NOT STATIONED ON SITE.",,,,2009-12-30T00:00:00.000Z,ALT REF,2009-12-30T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,126563028,-94.018439,29.954762,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-123.49304385 48.1164075959),156,11624709,"SEATTLE PORT OF ENTRY/TACOMA WASHINGTON PORT OF ENTRY, WILLIAM R FAIRCHILD INTERNATIONAL AIRPORT",360-457-4311,1402 FAIRCHILD INTERNATIONAL AIRPORT ROAD,,PORT ANGELES,WA,98363,,CLALLAM,53009,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.",,,,2010-01-05T00:00:00.000Z,ALT REF,2010-01-05T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,706936092,-123.493044,48.116408,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-72.5557440158 42.1795070859),157,11550064,"SPRINGFIELD PORT OF ENTRY, WESTOVER METROPOLITAN AIRPORT-DOD",413-593-5543,255 PADGETTE STREET,,CHICOPEE,MA,01022,1303,HAMPDEN,25013,,,,,2009-09-15T00:00:00.000Z,ALT REF,2009-09-15T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,22323177,-72.555744,42.179507,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,413-747-8940,8:00 AM - 5:00 PM,,1,89
POINT (-76.594436663 39.2636610669),158,11550067,"BALTIMORE PORT OF ENTRY, PORT OF BALTIMORE",410-962-2666,40 SOUTH GAY STREET,,BALTIMORE,MD,21202,4022,BALTIMORE CITY,24510,MULTIPLE CUSTOMS BUILDINGS AT THIS PORT. ADDRESS GOES TO ADMINISTRATION BUILDING.,,,,2010-01-08T00:00:00.000Z,ALT REF,2010-01-06T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,745991779,-76.594437,39.263661,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,410-962-9335,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,92
POINT (-101.815051488 33.6578458832),159,11549989,"LUBBOCK PORT OF ENTRY, LUBBOCK PRESTON SMITH INTERNATIONAL AIRPORT",806-762-5739,2203 EAST JAMESTOWN STREET,,LUBBOCK,TX,79403,6841,LUBBOCK,48303,,,,,2009-09-14T00:00:00.000Z,PHONE,2009-09-14T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,103894590,-101.815051,33.657846,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,PORT DIRECTOR,806-762-7183,8:30 AM - 5:00 PM,,1,181
POINT (144.806446536 13.4929848362),160,11553209,"AGANA PORT OF ENTRY, A B WON PAT GUAM INTERNATIONAL AIRPORT",671-642-7611,355 CHALAN PASAHERU,,TAMUNING,GU,96913,4153,GUAM,66010,,,,,2009-09-17T00:00:00.000Z,ALT REF,2009-09-17T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,4410,144.806446,13.492985,GU_GOV,2006,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-87.2104269622 30.4020075581),161,11550029,"PENSACOLA PORT OF ENTRY, PORT OF PENSACOLA",850-476-0117,SOUTH BARRACKS STREET,,PENSACOLA,FL,32502,,ESCAMBIA,12033,,,,,2009-09-18T00:00:00.000Z,PHONE,2009-09-18T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,105785625,-87.210427,30.402008,NAVTEQ,2009Q2,ONENTITY,NO,TGS,WATER PORT,,PORT DIRECTOR,850-277-4588,8:30 AM - 5:00 PM,1-877-CUSTOMS,1,50
POINT (-75.9821290002 42.2081055574),162,11550126,"BINGHAMTON PORT OF ENTRY, GREATER BINGHAMTON AIRPORT",607-763-4294,2534 AIRPORT ROAD,,JOHNSON CITY,NY,13790,4100,BROOME,36007,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,758732960,-75.982129,42.208106,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,607-763-4292,8:30 AM - 5:00 PM,,1,130
POINT (-146.353838343 61.1265281681),163,11624675,"VALDEZ PORT OF ENTRY, PORT OF VALDEZ",907-267-5309,105 CLIFTON DRIVE,,VALDEZ,AK,99686,,VALDEZ-CORDOVA,02261,,,,,2009-12-29T00:00:00.000Z,PHONE,2009-12-29T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,124881112,-146.353838,61.126528,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,,,,,0,0
POINT (-97.1771196724 47.9486132982),164,11558102,"GRAND FORKS PORT OF ENTRY, GRAND FORKS INTERNATIONAL AIRPORT",701-772-3301,2787 AIRPORT DRIVE,,GRAND FORKS,ND,58203,8901,GRAND FORKS,38035,,,,,2009-09-18T00:00:00.000Z,PHONE,2009-09-18T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,125906681,-97.17712,47.948613,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,,,,,0,0
POINT (-101.294194794 48.2623031239),165,11558761,"MINOT INTERNATIONAL AIRPORT PORT OF ENTRY, MINOT INTERNATIONAL AIRPORT",701-838-6704,2400 NORTH BROADWAY,,MINOT,ND,58703,1095,WARD,38101,,,,,2009-09-18T00:00:00.000Z,PHONE,2009-09-18T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,90336598,-101.294195,48.262303,NAVTEQ,2009Q2,ONENTITY,YES,TGS,AIRPORT,,,,,,0,0
POINT (-83.4168991563 42.6629228451),166,11576143,"DETROIT METROPOLITAN AIRPORT PORT OF ENTRY, OAKLAND COUNTY INTERNATIONAL AIRPORT",248-666-7717,6500 HIGHLAND ROAD,,WATERFORD,MI,48327,1607,OAKLAND,26125,,,,,2009-09-29T00:00:00.000Z,ALT REF,2009-09-29T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,127288332,-83.416899,42.662923,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-84.5985446389 38.0374432975),167,11550091,"LEXINGTON PORT OF ENTRY, BLUE GRASS AIRPORT",859-425-3111,4000 TERMINAL DRIVE,,LEXINGTON,KY,40510,9645,FAYETTE,21067,,,,,2009-09-10T00:00:00.000Z,ALT REF,2009-09-10T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,111998714,-84.598545,38.037443,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,,,,1,211
POINT (-76.4247163866 36.9774323498),168,11550180,"NEWPORT NEWS PORT OF ENTRY, NEWPORT NEWS MARINE TERMINAL",757-245-6470,2200 WEST AVENUE,,NEWPORT NEWS,VA,23607,,NEWPORT NEWS CITY,51700,,,,,2009-09-15T00:00:00.000Z,PHONE,2009-09-15T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,25189350,-76.424716,36.977432,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,757-247-7109,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,187
POINT (-122.217069675 47.9971747462),169,11550076,"PORT OF ENTRY AT EVERETT, PORT OF EVERETT",425-258-8102,1720 WEST MARINE VIEW DRIVE,,EVERETT,WA,98201,2087,SNOHOMISH,53061,,,,,2009-10-26T00:00:00.000Z,PHONE,2009-10-26T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,21012002,-122.21707,47.997175,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,425-259-0247,8:00 AM - 5:00 PM,,1,194
POINT (-87.5276652941 38.0459980441),170,11550051,"EVANSVILLE / OWENSBORO PORT OF ENTRY, EVANSVILLE REGIONAL AIRPORT",812-421-4401,7801 BUSSING DRIVE,,EVANSVILLE,IN,47725,6728,VANDERBURGH,18163,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,125254002,-87.527665,38.045998,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,812-465-6413,,,1,75
POINT (-67.1513941916 18.2064590251),171,11550151,"MAYAGUEZ PORT OF ENTRY, PORT OF MAYAGUEZ",787-831-3342,AVENIDA GONZALEZ CLEMENTE 31,,MAYAGUEZ,PR,00682,,MAYAGUEZ,72097,,,,,2009-09-15T00:00:00.000Z,PHONE,2009-09-15T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,120143366,-67.151394,18.206459,NAVTEQ,2009Q2,ONENTITY,YES,TGS,WATER PORT,,PORT DIRECTOR,,,,1,157
POINT (-86.7601156736 34.6412521529),172,11549997,"HUNTSVILLE PORT OF ENTRY, HUNTSVILLE INTERNATIONAL AIRPORT",256-772-3404,2850 WALL TRIANA HIGHWAY,,HUNTSVILLE,AL,35824,2700,MADISON,01089,,,,,2009-09-10T00:00:00.000Z,ALT REF,2009-09-10T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,38149147,-86.760116,34.641252,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,205-772-8192,8:00 AM - 5:00 PM,,1,16
POINT (-81.3322994116 28.4340642345),173,11550027,"AREA PORT OF ORLANDO PORT OF ENTRY, ORLANDO INTERNATIONAL AIRPORT",407-240-4462,9076 BINNACLE WAY,,ORLANDO,FL,32827,5314,ORANGE,12095,,,,,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,22404075,-81.332299,28.434064,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,407- 240-768,8:30 AM - 5:00 PM,1-877-CUSTOMS,1,48
POINT (-82.4078999423 36.4810185677),174,11550162,"TRI-CITIES PORT OF ENTRY, TRI-CITIES REGIONAL AIRPORT",423-325-6498,2525 STATE HIGHWAY 75,,BLOUNTVILLE,TN,37617,,SULLIVAN,47163,,,,,2009-09-14T00:00:00.000Z,ALT REF,2009-09-14T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,90965618,-82.4079,36.481019,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,423-325-6499,8:00 AM - 5:00 PM,,1,168
POINT (-102.207701143 31.9372331078),175,11550175,"MIDLAND PORT OF ENTRY, MIDLAND INTERNATIONAL AIRPORT",432-560-2230,9506 LA FORCE ROAD,3RD FLOOR,MIDLAND,TX,79706,,MIDLAND,48329,,,,,2009-09-18T00:00:00.000Z,ALT REF,2009-09-14T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,90432920,-102.207701,31.937233,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,915-560-2231,,,1,182
POINT (-67.7858539404 46.1251042977),176,11624700,"HOULTON PORT OF ENTRY, HOULTON INTERNATIONAL AIRPORT",207-532-2131,21 WATER STREET,,HOULTON,ME,04730,2104,AROOSTOOK,23003,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.",,,,2010-01-06T00:00:00.000Z,ALT REF,2010-01-06T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,123084349,-67.785854,46.125104,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT,,,,,,0,0
POINT (-114.252189782 48.3096222546),177,11550087,"KALISPELL AIRPORT PORT OF ENTRY, GLACIER PARK INTERNATIONAL AIRPORT",406-257-7034,4170 UNITED STATES HIGHWAY 2 EAST,GLACIER PARK INTERNATIONAL AIRPORT,KALISPELL,MT,59901,,FLATHEAD,30029,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,101608049,-114.25219,48.309622,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,,,,1,205
POINT (-90.645571461 38.6621992973),178,11550088,"SPIRIT OF SAINT LOUIS AIRPORT PORT OF ENTRY, SPIRIT OF SAINT LOUIS AIRPORT",636-536-1005,18270 EDISON AVENUE,,CHESTERFIELD,MO,63005,3704,ST LOUIS,29189,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,124934079,-90.645572,38.662199,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,,,,1,206
POINT (-87.8998670564 42.1167571536),179,11550050,"WHEELING PORT OF ENTRY, CHICAGO EXECUTIVE AIRPORT",847-419-1923,1005 SOUTH WOLF ROAD,,WHEELING,IL,60090,6405,COOK,17031,,,,,2009-10-26T00:00:00.000Z,PHONE,2009-10-26T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,20081894,-87.899867,42.116757,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,847-537-4188,24 HOURS,,1,74
POINT (-97.3550663978 32.8207209696),180,11624699,"DALLAS/FORT WORTH PORT OF ENTRY, MEACHAM INTERNATIONAL AIRPORT",972-870-7460,4201 NORTH MAIN STREET,,FORT WORTH,TX,76106,2736,TARRANT,48439,"CUSTOMS AND BORDER PROTECTION OFFICERS ARE NOT STATIONED ON SITE, MUST CALL PRIOR TO LANDING.",,,,2010-01-04T00:00:00.000Z,PHONE,2010-01-04T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,709215187,-97.355066,32.820721,NAVTEQ,2009Q2,ONENTITY,NO,TGS,AIRPORT,,,,,,0,0
POINT (-82.5376346305 27.9768111251),181,11549975,"AREA PORT OF TAMPA PORT OF ENTRY, TAMPA INTERNATIONAL AIRPORT",813-348-1714,4100 GEORGE J BEAN PARKWAY,,TAMPA,FL,33607,,HILLSBOROUGH,12057,,,,,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,122651509,-82.537635,27.976811,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,813-225-7309,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,56
POINT (-80.9438122014 35.2205839921),182,11550111,"CHARLOTTE PORT OF ENTRY, CHARLOTTE DOUGLAS INTERNATIONAL AIRPORT",704-359-4000,5501 JOSH BIRMINGHAM PARKWAY,,CHARLOTTE,NC,28208,5750,MECKLENBURG,37119,,,,,2009-09-15T00:00:00.000Z,ALT REF,2009-09-15T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,125485810,-80.943812,35.220584,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,704-329-6103,8:00 AM - 5:00 PM,1-877-CUSTOMS,1,113
POINT (-117.523632129 47.6193170884),183,11550079,"PORT OF ENTRY AT SPOKANE, SPOKANE INTERNATIONAL AIRPORT",509-353-2833,9000 WEST AIRPORT DRIVE,,SPOKANE,WA,99224,9437,SPOKANE,53063,,,,,2009-09-16T00:00:00.000Z,ALT REF,2009-09-16T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,21384329,-117.523632,47.619317,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,509-353-2663,8:00 AM - 4:00 PM,,1,197
POINT (-88.1275618741 44.4918521631),184,11550081,"GREEN BAY PORT OF ENTRY, AUSTIN STRAUBEL INTERNATIONAL AIRPORT",920-496-0606,2077 AIRPORT DRIVE,,GREEN BAY,WI,54313,5596,BROWN,55009,,,,,2009-09-11T00:00:00.000Z,ALT REF,2009-09-11T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,108733765,-88.127562,44.491852,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,920-496-1455,8:00 AM - 4:30 PM,,1,199
POINT (-122.532035223 48.7947994512),185,11577603,"SUMAS PORT OF ENTRY, BELLINGHAM INTERNATIONAL AIRPORT",360-734-5463,4255 MITCHELL WAY,,BELLINGHAM,WA,98226,7699,WHATCOM,53073,,,,,2009-09-29T00:00:00.000Z,ALT REF,2009-09-29T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,779139459,-122.532035,48.7948,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,,,,,0,0
POINT (-97.6670143593 30.2020569362),186,11550168,"AUSTIN PORT OF ENTRY, AUSTIN-BERGSTROM INTERNATIONAL AIRPORT",512-530-3053,3600 PRESIDENTIAL BOULEVARD,SUITE 111,AUSTIN,TX,78719,2364,TRAVIS,48453,,,,,2009-09-14T00:00:00.000Z,ALT REF,2009-09-14T00:00:00.000Z,MANUAL,MISCELLANEOUS; OTHER; BORDER CROSSINGS AND PORTS OF ENTRY,921130,CUSTOMS BUREAUS,126560889,-97.667014,30.202057,NAVTEQ,2009Q2,ONENTITY,,TGS,AIRPORT,,PORT DIRECTOR,512-530-5055,8:00 A.M. - 5:00 P.M,,1,174
