geometry,objectid,fac_name,name,address,city_state,city,state,zip,operating,medicare,medicare_i,medicaid,medicaid_i,certified,county,admin,phone,emergency,emergenc_1,emergenc_2,emergenc_3,date_geoco,source,geo_tract,geo_county,geo_zip,factype,symbol,latitude,longitude,type
POINT (-104.823959 38.8240549997),2580,"INDEPENDENCE CENTER, THE (10D976)",INDEPENDENCE CENTER THE,729 S TEJON ST,"COLORADO SPRINGS, CO 80903",COLORADO SPRINGS,CO,80903,01-ACTIVE,f,,t,87600561,0/0,EL PASO,Ms INDY FRAZEE,(719) 471-8181,Anita Pope,(719) 722-0071,(719) 471-9322,KCastilla@the-ic.org,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002300,EL PASO,80903,Home Care Agency - In-Home Support Services,Home Health,38.824055,-104.823959,HCA-IHSS
POINT (-104.823959 38.8240549997),2581,"INDEPENDENCE CENTER, THE (10K183)","INDEPENDENCE CENTER, THE",729 S TEJON ST,"COLORADO SPRINGS, CO 80903",COLORADO SPRINGS,CO,80903,01-ACTIVE,f,,t,87600561,0/0,EL PASO,Ms INDY FRAZEE,(719) 471-8181,Katey Castilla,(719) 471-7829,(719) 471-7829,KCastilla@the-ic.org,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002300,EL PASO,80903,Home Health Agency - HCA license - personal care homemaker,Home Health,38.824055,-104.823959,HCA-PHS
POINT (-104.818619 38.823776),2582,Peak Vista Community Health Centers - Colorado Springs Senior Health Clinic (COE0GH),PEAK VISTA C H C - COLORADO SPRINGS SENIOR HEALTH,722 SOUTH WAHSATCH AVENUE,"COLORADO SPRINGS, CO 80903",COLORADO SPRINGS,CO,80903,01-ACTIVE,t,061833,f,,0/0,EL PASO,,(719) 632-5700,Clint Peterson,(719) 332-0480,,cpeterson@peakvista.org,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002300,EL PASO,80903,Federally Qualified Health Center,FQHC,38.823776,-104.818619,FQHC
POINT (-104.828651 38.8244289998),2583,Peak Vista Community Health Centers - Homeless Medical and Dental Clinic (COYCX9),PEAK VISTA C H C - HOMELESS MEDICAL & DENTAL CLN,117 WEST RIO GRANDE STREET,"COLORADO SPRINGS, CO 80903",COLORADO SPRINGS,CO,80903,01-ACTIVE,t,061850,f,,0/0,EL PASO,,(719) 471-2789,Clint Peterson,(719) 332-0480,,cpeterson@peakvista.org,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002300,EL PASO,80903,Federally Qualified Health Center,FQHC,38.824429,-104.828651,FQHC
POINT (-104.824013 38.822994),2584,COMMUNITY OUTREACH (10E620),COMMUNITY OUTREACH,805 SOUTH TEJON STREEN,"COLORADO SPRINGS, CO 80903",COLORADO SPRINGS,CO,80903,01-ACTIVE,f,,f,,0/0,EL PASO,Mr TODD GRAVES,(719) 578-1227,,,,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002300,EL PASO,80903,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,38.822994,-104.824013,HCBS-IDD
POINT (-104.823624 38.8315089998),2585,AKOTA HOME CARE LLC (04V723),AKOTA HOME CARE LLC,121 S TEJON ST STE 900,"COLORADO SPRINGS, CO 80903",COLORADO SPRINGS,CO,80903,01-ACTIVE,f,,f,,0/0,EL PASO,Mr JAMES LINDSAY,(719) 602-0305,,,(703) 519-8627,casey@akotahc.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002300,EL PASO,80903,Home Health Agency - HCA license only,Home Health,38.831509,-104.823624,HHA-LCE
POINT (-104.823715 38.8320729998),2586,OLIVEBRANCH UNITY HEALTH SERVICES LLC (04G128),OLIVEBRANCH UNITY HEALTH SERVICES LLC,102 S TEJON STE 1100,"COLORADO SPRINGS, CO 80903",COLORADO SPRINGS,CO,80903,01-ACTIVE,f,,f,,0/0,EL PASO,Ms SHAQUINDRA COLE,(719) 578-3327,,,,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002300,EL PASO,80903,Home Health Agency - HCA license - personal care homemaker,Home Health,38.832073,-104.823715,HCA-PHS
POINT (-104.824013 38.822994),2587,COMMON ROOTS LLC (10T232),COMMON ROOTS LLC,805 S TEJON ST,"COLORADO SPRINGS, CO 80903",COLORADO SPRINGS,CO,80903,01-ACTIVE,f,,f,,0/0,EL PASO,Ms TRACY BROWN,(719) 578-1227,,,,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002300,EL PASO,80903,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,38.822994,-104.824013,HCBS-IDD
POINT (-104.883896 38.8587109999),2588,"GARDENS, THE (020533)","GARDENS, THE",104 LOIS LN,"COLORADO SPRINGS, CO 80904",COLORADO SPRINGS,CO,80904,01-ACTIVE,t,065198,t,88083853,45/45,EL PASO,DEVIN JOHN,(719) 635-2569,Devin John,(720) 400-0103,(719) 635-2977,devinj@madison.care; Admin yvonner@madison.care,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041006700,EL PASO,80904,Nursing Home,Assisted Living Residence/Nursing Home,38.858711,-104.883896,SNF/NF
POINT (-104.870705 38.8573569999),2589,FAMILIES FOR FAMILIES LLC (10S140),FAMILIES FOR FAMILIES LLC,418 ECHO LANE,"COLORADO SPRINGS, CO 80904",COLORADO SPRINGS,CO,80904,01-ACTIVE,f,,f,,0/0,EL PASO,Ms JOY HUSKINSON,(719) 999-8779,,,,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041006600,EL PASO,80904,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,38.857357,-104.870705,HCBS-IDD
POINT (-104.859192 38.8254390003),2590,BEAR CREEK SENIOR LIVING (0205VM),BEAR CREEK SENIOR LIVING,1685 S 21ST ST,"COLORADO SPRINGS, CO 80904",COLORADO SPRINGS,CO,80904,01-ACTIVE,t,065373,f,,45/45,EL PASO,Ms KIMBERLY BUTLER,(719) 329-1774,Megan James,(509) 591-5433,(719) 329-1695,bearcreek-ed@emeritus.com; Admin Rbogard@Brookdale.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002400,EL PASO,80904,Nursing Home,Assisted Living Residence/Nursing Home,38.825439,-104.859192,SNF
POINT (-104.859192 38.8254390003),2591,BEAR CREEK SENIOR LIVING (23054G),BEAR CREEK SENIOR LIVING,1685 SOUTH 21ST STREET,"COLORADO SPRINGS, CO 80904",COLORADO SPRINGS,CO,80904,01-ACTIVE,f,,f,,0/137,EL PASO,Ms LORALEE ANN STEWART,(719) 329-1774,,,(719) 329-1695,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002400,EL PASO,80904,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.825439,-104.859192,ALRONLY
POINT (-104.870392 38.8313219997),2592,BROOKDALE SKYLINE-ALR (23054K),BROOKDALE SKYLINE-ALR,2365 PATRIOT HEIGHTS,"COLORADO SPRINGS, CO 80904",COLORADO SPRINGS,CO,80904,01-ACTIVE,f,,f,,0/145,EL PASO,MICAH HEROLD,(719) 667-5360,Christine O'Brien,(303) 995-2166,(719) 473-3331,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002400,EL PASO,80904,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.831322,-104.870392,ALRONLY
POINT (-104.870392 38.8313219997),2593,BROOKDALE THERAPY SKYLINE (20T691),BROOKDALE THERAPY SKYLINE,2365 PATRIOT HEIGHTS,"COLORADO SPRINGS, CO 80904",COLORADO SPRINGS,CO,80904,01-ACTIVE,t,066642,f,,0/0,EL PASO,Mr PAUL NYMAN,(719) 667-5360,,,(719) 667-5659,pnyman@brookdaleliving.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002400,EL PASO,80904,Outpatient Physical Therapy/Speech Pathology,Rehabilitaton or Recovery,38.831322,-104.870392,OPT-SP
POINT (-104.870392 38.8313219997),2594,BROOKDALE SKYLINE (02R487),BROOKDALE SKYLINE,2365 PATRIOT HTS,"COLORADO SPRINGS, CO 80904",COLORADO SPRINGS,CO,80904,01-ACTIVE,t,065382,f,,57/57,EL PASO,Mr LUKE PETTIETTE,(719) 667-5360,Angela Spence,(719) 726-5102,(719) 473-9518,koleary@brookdale.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002400,EL PASO,80904,Nursing Home,Assisted Living Residence/Nursing Home,38.831322,-104.870392,SNF
POINT (-104.864777 38.8283460002),2595,MORNINGSTAR AT BEAR CREEK (23S293),MORNINGSTAR AT BEAR CREEK,2450 LOWER GOLD CAMP RD,"COLORADO SPRINGS, CO 80906",COLORADO SPRINGS,CO,80906,01-ACTIVE,f,,f,,0/60,EL PASO,Ms LARISSA EVANS,(719) 694-1411,Stacy Schellenberger,(720) 799-3285,(719) 633-1025,bearcreek.ed@morningstarseniorliving.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002400,EL PASO,80904,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.828346,-104.864777,ALRONLY
POINT (-104.859169 38.8307150001),2596,LEASE ON LIFE LTD (04L111),LEASE ON LIFE LTD,1586 S 21ST ST #11,"COLORADO SPRINGS, CO 80904",COLORADO SPRINGS,CO,80904,01-ACTIVE,f,,f,,0/0,EL PASO,Mr RICHARD KOONS,(719) 351-9400,Richard Koons,(719) 351-9400,,dickkoons@gmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002400,EL PASO,80904,Home Health Agency - HCA license only,Home Health,38.830715,-104.859169,HHA-LCE
POINT (-104.851021 38.851662),2597,CONNECTING WITH COMMUNITY INC (10S468),CONNECTING WITH COMMUNITY INC,895 COLUMBINE AVE,"COLORADO SPRINGS, CO 80904",COLORADO SPRINGS,CO,80904,01-ACTIVE,f,,f,,0/0,EL PASO,BELLA EISENSTEIN,(719) 634-3121,Bella Eisenstein,(719) 634-3121,,cwcbyla@comcast.net,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041001302,EL PASO,80904,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,38.851662,-104.851021,HCBS-IDD
POINT (-104.85556 38.8725700002),2598,"HEALTHCARE RESORT OF COLORADO SPRINGS, THE (02U718)","HEALTHCARE RESORT OF COLORADO SPRINGS, THE",2818 GRAND VISTA CIR,"COLORADO SPRINGS, CO 80904",COLORADO SPRINGS,CO,80904,01-ACTIVE,t,065417,f,,97/97,EL PASO,Mr DAVID DUNYON,(719) 632-7000,David Dunyon,(719) 822-5336,(719) 632-4000,ddunyon@thehealthcareresort.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041001104,EL PASO,80904,Nursing Home,Assisted Living Residence/Nursing Home,38.87257,-104.85556,SNF/NF
POINT (-104.85556 38.8725700002),2599,"HEALTHCARE RESORT OF COLORADO SPRINGS, THE (23V337)","HEALTHCARE RESORT OF COLORADO SPRINGS, THE",2818 GRAND VISTA CIRCLE,"COLORADO SPRINGS, CO 80904",COLORADO SPRINGS,CO,80904,01-ACTIVE,f,,f,,0/28,EL PASO,Mr DAVID DUNYON,(719) 632-7000,David Dunyon,(719) 822-5336,(719) 632-4000,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041001104,EL PASO,80904,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.87257,-104.85556,ALRONLY
POINT (-104.855003 38.8742410001),2600,SURGERY CENTER AT KISSING CAMELS LLC (16T739),SURGERY CENTER AT KISSING CAMELS LLC,2955 PROFESSIONAL PL STE 100,"COLORADO SPRINGS, CO 80904",COLORADO SPRINGS,CO,80904,01-ACTIVE,t,06C0001174,f,,0/0,EL PASO,Mr KEN KOLB,(719) 633-2494,,,(719) 633-2495,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041007900,EL PASO,80904,Ambulatory Surgical Center,Surgery or Transplant,38.874241,-104.855003,ASC
POINT (-104.865334 38.8477250003),2601,SUNDANCE SKILLED NURSING AND REHABILITATION (020546),SUNDANCE SKILLED NURSING AND REHABILITATION,2612 W CUCHARRAS ST,"COLORADO SPRINGS, CO 80904",COLORADO SPRINGS,CO,80904,01-ACTIVE,t,065152,t,29688744,68/68,EL PASO,Mr JOHN NORRIS,(719) 632-7474,"John Norris, NHA",(817) 944-4669,(719) 632-6587,Admin ashleyb@madison.care,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041001301,EL PASO,80904,Nursing Home,Assisted Living Residence/Nursing Home,38.847725,-104.865334,SNF/NF
POINT (-104.831429 38.8125110002),2602,BROOKSIDE ASSISTED LIVING (230514),BROOKSIDE ASSISTED LIVING,225 W BROOKSIDE ST,"COLORADO SPRINGS, CO 80905",COLORADO SPRINGS,CO,80905,01-ACTIVE,f,,t,4181079,62/62,EL PASO,Mr JEFFREY PITUS,(719) 632-6511,Jeff Pitus,(719) 351-6930,(719) 632-0726,brooksideALF@qwestoffice.net,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041003000,EL PASO,80905,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.812511,-104.831429,ALR/ACF
POINT (-104.840782 38.8067859998),2603,M.A.T.A. MINDSET ACQUIRED THROUGH ABILITIES (10D513),M.A.T.A. MINDSET ACQUIRED THROUGH ABILITIES,1757 SOUTH 8TH STREET SUITE 10,"COLORADO SPRINGS, CO 80905",COLORADO SPRINGS,CO,80905,01-ACTIVE,f,,f,,0/0,EL PASO,Ms BRANDIE HARRISON,(719) 964-1766,,,,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041003000,EL PASO,80905,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,38.806786,-104.840782,HCBS-IDD
POINT (-104.819214 38.8046570002),2604,CEDAR SPRINGS BEHAVIORAL HEALTH SYSTEM (010507),CEDAR SPRINGS BEHAVIORAL HEALTH SYSTEM,2135 SOUTHGATE RD,"COLORADO SPRINGS, CO 80906",COLORADO SPRINGS,CO,80906,01-ACTIVE,t,064009,t,5409008,76/76,EL PASO,Mr DAVID FRANKLIN,(719) 633-4114,Cristina Kolln,(719) 232-0902,(719) 578-0857,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002900,EL PASO,80905,Psychiatric Hospital,Mental Health Facility,38.804657,-104.819214,HOSP-PSY
POINT (-104.819214 38.8046570002),2605,CEDAR SPRINGS BEHAVIORAL HEALTH SYSTEMS (370002),CEDAR SPRINGS BEHAVIORAL HEALTH SYSTEMS,2135 SOUTHGATE RD,"COLORADO SPRINGS, CO 80906",COLORADO SPRINGS,CO,80906,01-ACTIVE,t,06L003,t,5123313,34/0,EL PASO,Mr DAVID FRANKLIN,(719) 633-4114,Elaine Crnkovic,(719) 339-7616,,elaine.crnkovic@psysolutions.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002900,EL PASO,80905,Psychiatric Residential Treatment Facilities,Mental Health Facility,38.804657,-104.819214,PRTF
POINT (-104.810104 38.7966310003),2606,Peak Vista C H C - Peak Vista District Two (CO061893),PEAK VISTA C H C - PEAK VISTA DISTRICT TWO,1060 HARRISON ROAD,"COLORADO SPRINGS, CO 80906",COLORADO SPRINGS,CO,80906,01-ACTIVE,t,061893,f,,0/0,EL PASO,,(719) 630-6450,Clint Peterson,(719) 332-0480,(719) 228-6607,cpeterson@peakvista.org,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002900,EL PASO,80905,Federally Qualified Health Center,FQHC,38.796631,-104.810104,FQHC
POINT (-104.819107 38.811295),2607,"OUR HOUSE, INC. (10D863)","OUR HOUSE, INC.",1609 SOUTH WAHSATCH,"COLORADO SPRINGS, CO 80905",COLORADO SPRINGS,CO,80905,01-ACTIVE,f,,f,,0/0,EL PASO,Ms CAROL FISCHER,(719) 477-0109,Chesen Frey,(719) 477-0109,,info@ourhouseinc.org,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002900,EL PASO,80905,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,38.811295,-104.819107,HCBS-IDD
POINT (-104.839905 38.836781),2608,CEDARWOOD HEALTH CARE CENTER (020559),CEDARWOOD HEALTH CARE CENTER,924 WEST KIOWA ST,"COLORADO SPRINGS, CO 80905",COLORADO SPRINGS,CO,80905,01-ACTIVE,t,065175,t,54454735,83/83,EL PASO,Ms SACARA ANN YVETTE BROOKS,(719) 636-5221,Sacara Brooks NHA,(913) 709-8193,(719) 636-2670,BJwaters@SavaSC.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041001500,EL PASO,80905,Nursing Home,Assisted Living Residence/Nursing Home,38.836781,-104.839905,SNF/NF
POINT (-104.839233 38.8337139997),2609,"CRESCENT HOME ADULT CARE FACILITY, INC (230505)","CRESCENT HOME ADULT CARE FACILITY, INC",812 W COLORADO AVENUE,"COLORADO SPRINGS, CO 80905",COLORADO SPRINGS,CO,80905,01-ACTIVE,f,,t,66422540,20/20,EL PASO,Mr RAPHAEL SAIZ,(719) 634-2237,Raphael Saiz,(719) 634-2237,(719) 634-2471,rs308@comcast.net,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041001500,EL PASO,80905,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.833714,-104.839233,ALR/ACF
POINT (-104.839272 38.8363230002),2610,WESTSIDE ASSISTED LIVING (230508),WESTSIDE ASSISTED LIVING,816 W KIOWA ST,"COLORADO SPRINGS, CO 80905",COLORADO SPRINGS,CO,80905,01-ACTIVE,f,,t,26053276,16/16,EL PASO,Ms KAYLA MARTINEZ,(719) 578-1355,Kayla Martinez,(719) 578-1355,(719) 578-5889,kaylamartinez786@gmail.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041001500,EL PASO,80905,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.836323,-104.839272,ALR/ACF
POINT (-104.83358 38.8342319999),2611,SPECIAL KIDS SPECIAL FAMILIESs (10S210),SPECIAL KIDS SPECIAL FAMILIES,424 WEST PIKES PEAK AVENUE,"COLORADO SPRINGS, CO 80905",COLORADO SPRINGS,CO,80905,01-ACTIVE,f,,f,,0/0,EL PASO,LINDA ELLEGARD,(719) 447-8983,,,(719) 447-9482,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041001500,EL PASO,80905,Adult Day,Adult Day Care Facility,38.834232,-104.83358,ADAY
POINT (-104.842232 38.8176730001),2612,PROFESSIONAL HOME HEALTH CARE INC (1005K6),PROFESSIONAL HOME HEALTH CARE INC,1040 S 8TH ST #201,"COLORADO SPRINGS, CO 80905",COLORADO SPRINGS,CO,80905,01-ACTIVE,f,,t,4141099,0/0,EL PASO,Ms STEPHANIE ROSS,(719) 532-0373,Sheryl Bellinger,(719) 532-0373,(719) 532-0374,sbellinger@homecarephhc.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002502,EL PASO,80905,Home Health Agency - HCA license - personal care homemaker,Home Health,38.817673,-104.842232,HCA-PHS
POINT (-104.842232 38.8176730001),2613,PROFESSIONAL HOME HEALTH CARE INC (04R187),PROFESSIONAL HOME HEALTH CARE INC,1040 S 8TH ST #201,"COLORADO SPRINGS, CO 80905",COLORADO SPRINGS,CO,80905,01-ACTIVE,t,067417,t,25255045,0/0,EL PASO,Ms MERRILL PILOT,(719) 532-0373,Sheryl Bellinger,(720) 530-5492,(719) 532-0374,sbellinger@homecarephhc.com; mpilot@homecarephhc.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002502,EL PASO,80905,Home Health Agency - Medicare/Medicaid,Home Health,38.817673,-104.842232,HHA-1819
POINT (-104.843765 38.8089680002),2614,"RESIDENCE AT SKYWAY PARK LLC, THE (23S681)","RESIDENCE AT SKYWAY PARK LLC, THE",886 ARCTURUS DRIVE,"COLORADO SPRINGS, CO 80905",COLORADO SPRINGS,CO,80905,01-ACTIVE,f,,t,15276031,68/68,EL PASO,MR RICHARD LARSEN,(719) 227-7340,,,(719) 227-7344,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002502,EL PASO,80905,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.808968,-104.843765,ALR/ACF
POINT (-104.842232 38.8176730001),2615,PROFESSIONAL HOME HEALTH CARE INC (04C517),PROFESSIONAL HOME HEALTH CARE INC,1040 S 8TH ST #201,"COLORADO SPRINGS, CO 80908",COLORADO SPRINGS,CO,80908,01-ACTIVE,f,,f,,0/0,EL PASO,Ms STEPHANIE ROSS,(719) 532-0373,,,(719) 532-0374,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002502,EL PASO,80905,Home Care Agency - In-Home Support Services,Home Health,38.817673,-104.842232,HCA-IHSS
POINT (-104.842155 38.8254170001),2616,Peak Vista Community Health Centers (CO17346),MORENO HEALTH CENTER,875 WEST MORENO AVENUE,"COLORADO SPRINGS, CO 80905",COLORADO SPRINGS,CO,80905,01-ACTIVE,t,061916,f,,0/0,EL PASO,Ms KATIE LUTZE,(719) 884-3232,,,(719) 572-6299,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041002400,EL PASO,80905,Federally Qualified Health Center,FQHC,38.825417,-104.842155,FQHC
POINT (-104.834595 38.8040920003),2617,LIFE QUALITY HOMES II-CHEYENNE HOME (2305T2),LIFE QUALITY HOMES II-CHEYENNE HOME,427 W CHEYENNE ROAD,"COLORADO SPRINGS, CO 80906",COLORADO SPRINGS,CO,80906,01-ACTIVE,f,,f,,0/6,EL PASO,Mr DOUGLAS NICOLL,(719) 380-7381,Douglas W. Nicoll,(719) 491-1612,(719) 487-9530,dnicoll@lifeqhomes.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041003000,EL PASO,80906,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.804092,-104.834595,ALRONLY
POINT (-104.811523 38.7937999999),2618,CHEYENNE MOUNTAIN CENTER (020573),CHEYENNE MOUNTAIN CENTER,835 TENDERFOOT HILL RD,"COLORADO SPRINGS, CO 80906",COLORADO SPRINGS,CO,80906,01-ACTIVE,t,065147,t,75951274,159/159,EL PASO,Ms KATHLEEN O'LEARY,(719) 576-8380,Kathleen OLeary,(719) 235-3802,(719) 576-5691,kailey.mcnerney@genesishcc.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041003303,EL PASO,80906,Nursing Home,Assisted Living Residence/Nursing Home,38.7938,-104.811523,SNF/NF
POINT (-104.80764 38.7947880001),2619,HUMAN TOUCH HOME HEALTH CARE AGENCY (0405JB),HUMAN TOUCH HOME HEALTH CARE AGENCY,1160 LAKE PLAZA DR STE 100,"COLORADO SPRINGS, CO 80903",COLORADO SPRINGS,CO,80903,01-ACTIVE,t,067275,t,32753535,0/0,EL PASO,Ms LAURETTA RUSSELL,(719) 635-2003,Lauretta Russell,(719) 635-2003,(719) 633-0506,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041003303,EL PASO,80906,Home Health Agency - Medicare/Medicaid,Home Health,38.794788,-104.80764,HHA-1819
POINT (-104.80764 38.7947880001),2620,SUMMIT HOME HEALTH CARE (0406HR),SUMMIT HOME HEALTH CARE,1160 LAKE PLAZA DR STE 255,"COLORADO SPRINGS, CO 80906",COLORADO SPRINGS,CO,80906,01-ACTIVE,t,067402,t,5702113,0/0,EL PASO,Ms DENISE THACKER,(719) 533-0084,Catrina Hughes,(719) 635-2003,(719) 533-0466,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041003303,EL PASO,80906,Home Health Agency - Medicare/Medicaid,Home Health,38.794788,-104.80764,HHA-1819
POINT (-104.813248 38.785881),2621,A ROBIN'S NEST (23052H),A ROBIN'S NEST,3182 E OAK CREEK DR,"COLORADO SPRINGS, CO 80906",COLORADO SPRINGS,CO,80906,01-ACTIVE,f,,f,,0/8,EL PASO,MS MARY LOUISE KOURI,(719) 226-2941,,,(719) 226-2942,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041003303,EL PASO,80906,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.785881,-104.813248,ALRONLY
POINT (-104.817398 38.7966160001),2622,BROOKDALE BROADMOOR (2305CK),BROOKDALE BROADMOOR,615 SOUTHPOINTE COURT,"COLORADO SPRINGS, CO 80906",COLORADO SPRINGS,CO,80906,01-ACTIVE,f,,f,,0/89,EL PASO,Ms SHANELL MOORE,(719) 579-5000,Shanelle Moore,(719) 579-5000,(719) 579-5024,Broadmoor-ED@emeritus.com,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041003303,EL PASO,80906,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.796616,-104.817398,ALRONLY
POINT (-104.817589 38.7907409998),2623,"MYRON STRATTON HOME, THE (230560)","MYRON STRATTON HOME, THE",2950 HIDDEN TREASURE PT,"COLORADO SPRINGS, CO 80906",COLORADO SPRINGS,CO,80906,01-ACTIVE,f,,t,4181756,31/31,EL PASO,Ms MARGARET HUNTER,(719) 540-3113,Margaret Hunter,(719) 540-3111,(719) 579-0447,,2020-03-01,CDPHE Health Facilities and Emergency Medical Services Division,8041003303,EL PASO,80906,Assisted Living Residence,Assisted Living Residence/Nursing Home,38.790741,-104.817589,ALR/ACF
